0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
0.000010,0.784476,0.856184,0.858641,0.834324,0.847531,0.838065,0.828031,0.770274,0.727194,0.741028,0.816122,0.815740,0.893997,0.935725,0.955636,0.954780,0.950567,0.933837,0.916656,0.000010,0.064107,0.065862,0.066153,0.065174,0.066440,0.068242,0.070105,0.071453,0.071666,0.072578,0.073120,0.070304,0.067484,0.067106,0.066382,0.065038,0.064953,0.063902,0.000010,0.076494,0.084723,0.118975,0.116972,0.145093,0.195073,0.206864,0.207295,0.206027,0.205772,0.192243,0.177693,0.155706,0.152916,0.088155,0.091466,0.158767,0.201434,0.200395,0.000010
0.000010,0.803950,0.848987,0.861901,0.861570,0.847045,0.857701,0.848963,0.818801,0.783988,0.804284,0.860104,0.872230,0.907039,0.956513,0.968866,0.965703,0.957714,0.945652,0.903615,0.000010,0.068780,0.071288,0.073296,0.073635,0.072407,0.071285,0.073069,0.073019,0.072787,0.074016,0.073624,0.072029,0.068852,0.069036,0.067172,0.067089,0.067580,0.066177,0.000010,0.086196,0.148697,0.194609,0.180698,0.184325,0.222584,0.232724,0.218950,0.222507,0.210740,0.199104,0.186261,0.186640,0.167348,0.140512,0.142976,0.184821,0.202511,0.210918,0.000010
0.000010,0.771806,0.823171,0.851300,0.839552,0.830532,0.829881,0.836529,0.804234,0.747569,0.790063,0.860025,0.871579,0.900890,0.941126,0.964480,0.962780,0.931501,0.907425,0.832617,0.000010,0.070991,0.077209,0.077406,0.078175,0.075732,0.074406,0.071754,0.069712,0.069867,0.071976,0.073453,0.071976,0.068277,0.068566,0.073559,0.073816,0.071934,0.066428,0.000010,0.121850,0.195562,0.206336,0.185252,0.208813,0.232786,0.229899,0.230285,0.228868,0.208699,0.185649,0.186140,0.155362,0.140273,0.181641,0.192810,0.174547,0.211037,0.201673,0.000010
0.000010,0.807981,0.840627,0.827898,0.806883,0.775026,0.799481,0.811307,0.726996,0.734293,0.838944,0.841505,0.881411,0.918112,0.943929,0.958857,0.963296,0.940320,0.880149,0.830774,0.000010,0.076355,0.077673,0.078747,0.076277,0.076604,0.075219,0.071660,0.065806,0.065356,0.071092,0.073701,0.073097,0.073821,0.076171,0.078091,0.077218,0.075293,0.068060,0.000010,0.181886,0.170052,0.149866,0.197363,0.224223,0.229357,0.220302,0.230122,0.233328,0.222223,0.183498,0.178949,0.140766,0.142315,0.183749,0.191928,0.200515,0.218473,0.217132,0.000010
0.000010,0.835813,0.838967,0.803583,0.687134,0.728191,0.776139,0.788975,0.711134,0.776570,0.843187,0.863276,0.907583,0.927101,0.935286,0.965115,0.967502,0.946778,0.901429,0.867876,0.000010,0.076596,0.078620,0.075269,0.077294,0.076332,0.076683,0.072207,0.066129,0.069092,0.070530,0.071852,0.075002,0.076725,0.079151,0.077643,0.074328,0.105249,0.132089,0.000010,0.219109,0.218885,0.210521,0.228210,0.239057,0.238374,0.236953,0.237989,0.242055,0.224527,0.197488,0.156615,0.183228,0.184433,0.175532,0.175386,0.207758,0.222148,0.223262,0.000010
0.000010,0.785262,0.847029,0.798607,0.718931,0.727286,0.801526,0.820626,0.835284,0.847282,0.860248,0.909970,0.921270,0.918821,0.929842,0.961465,0.966962,0.933506,0.915398,0.896463,0.000010,0.076428,0.075760,0.075821,0.076789,0.079085,0.076828,0.074931,0.070230,0.067649,0.069251,0.072127,0.074832,0.078735,0.076186,0.073279,0.071027,0.108599,0.189235,0.208104,0.220021,0.244019,0.246801,0.246615,0.249918,0.244126,0.244420,0.249572,0.243251,0.216696,0.144716,0.167661,0.160208,0.193221,0.201879,0.203312,0.203453,0.223209,0.218573,0.000010
0.000010,0.786986,0.838765,0.851378,0.801033,0.811665,0.823455,0.857668,0.863388,0.831993,0.885867,0.895625,0.920061,0.899380,0.945225,0.958184,0.944506,0.930455,0.906613,0.876631,0.000010,0.076273,0.076951,0.076300,0.077925,0.079097,0.079898,0.078192,0.069493,0.070327,0.067159,0.073367,0.076543,0.074325,0.071079,0.069238,0.067027,0.110568,0.179714,0.217051,0.222709,0.251720,0.284280,0.287979,0.286454,0.272499,0.284034,0.280020,0.285807,0.293064,0.282712,0.295664,0.303173,0.311137,0.305759,0.305051,0.286674,0.304687,0.309279,0.000010
0.000010,0.816054,0.866350,0.834740,0.834369,0.833109,0.860240,0.836928,0.805040,0.879425,0.869317,0.885024,0.873425,0.911418,0.947038,0.944279,0.939873,0.878879,0.837052,0.758289,0.000010,0.076248,0.077718,0.076398,0.074449,0.078192,0.080066,0.077899,0.075022,0.069245,0.072585,0.074344,0.075549,0.067420,0.063667,0.068124,0.068270,0.072239,0.138113,0.200149,0.215017,0.246330,0.274394,0.290237,0.281177,0.274796,0.277373,0.292897,0.294814,0.284542,0.263878,0.279468,0.308326,0.307892,0.311555,0.305241,0.289359,0.312717,0.311942,0.000010
0.000010,0.857119,0.848666,0.861031,0.843461,0.872308,0.876826,0.876731,0.852576,0.856304,0.913242,0.883821,0.867925,0.898472,0.912733,0.938753,0.922201,0.899393,0.872076,0.784914,0.000010,0.075683,0.076959,0.074024,0.072302,0.074881,0.075218,0.078607,0.074392,0.076369,0.073357,0.076434,0.068606,0.061541,0.062050,0.068567,0.068154,0.071226,0.109259,0.159536,0.225021,0.235750,0.260954,0.276622,0.285900,0.273552,0.275572,0.293199,0.293202,0.283348,0.247574,0.278234,0.292357,0.311412,0.307095,0.305664,0.310658,0.310157,0.311544,0.000010
