474,314,323,326,354,419,392,469,452,450,461,466,482,451,467,463,460,496,474,470,465,469
476,327,328,339,336,386,433,444,445,430,483,478,489,476,455,480,445,450,465,464,480,478
469,306,320,306,354,398,420,449,449,474,467,452,478,493,446,493,456,496,479,466,483,481
466,308,304,333,369,382,435,441,458,458,485,480,454,445,478,471,463,469,479,469,465,466
477,311,316,349,368,395,413,438,469,454,465,459,461,489,471,478,497,486,466,480,479,459
484,318,307,316,365,401,421,446,478,464,489,472,485,454,485,498,456,442,470,471,467,466
468,323,298,326,353,397,407,453,453,476,476,476,469,468,456,485,451,467,488,489,468,462
473,315,284,310,359,375,441,477,450,469,511,465,472,473,472,486,476,476,482,464,466,469
465,317,318,359,378,382,412,457,458,457,471,461,504,473,480,487,464,460,473,455,463,489
438,312,316,340,347,380,406,453,466,464,469,468,481,469,477,463,463,462,476,477,471,454
472,304,302,341,369,381,432,435,492,457,466,492,454,478,492,501,455,476,467,460,485,474
480,292,309,330,357,400,418,467,464,476,463,477,488,489,469,461,463,464,466,464,474,468
486,311,294,330,346,387,425,456,470,464,467,453,471,465,479,469,462,463,485,474,483,467
459,314,321,340,363,391,434,414,475,477,477,456,473,446,478,476,493,483,474,475,477,480
495,294,319,335,370,396,427,452,477,482,476,477,480,461,479,485,454,508,460,489,466,448
462,316,316,290,360,410,449,471,462,450,466,472,497,477,478,482,455,451,495,458,467,471
483,304,312,362,361,384,419,434,482,461,485,470,492,466,473,446,478,455,451,481,486,471
464,299,305,332,361,400,400,463,454,475,470,493,465,455,482,462,459,477,462,487,485,450
478,308,335,319,372,407,440,449,452,482,459,475,469,470,464,486,484,449,485,500,458,455
474,315,337,341,355,409,415,448,445,481,487,474,471,487,458,497,475,462,477,488,457,456
455,294,306,336,338,414,428,447,462,481,436,458,446,488,494,474,478,474,478,474,461,455
487,312,319,326,362,388,414,458,469,476,455,476,471,462,453,482,467,478,474,476,470,461
476,290,322,316,350,409,425,445,477,460,480,464,470,476,483,489,460,486,479,471,468,459
463,297,320,345,354,383,421,461,479,477,468,459,505,467,486,461,473,464,478,503,478,461
463,305,298,349,339,390,421,436,468,489,491,474,480,474,470,468,477,461,456,473,478,466
467,321,333,325,347,371,433,461,454,475,473,464,470,476,445,447,470,462,467,475,462,498
474,326,316,319,378,408,387,459,458,477,471,473,468,490,461,465,448,470,477,482,491,461
482,283,312,352,362,395,423,458,489,472,453,458,496,463,491,476,491,473,469,486,451,479
460,276,333,351,368,394,415,457,464,473,457,457,492,469,480,488,487,483,470,457,456,470
457,319,328,330,371,378,422,440,503,443,454,472,478,469,486,472,480,460,475,489,470,469
509,285,287,327,382,402,418,453,468,451,471,455,471,490,472,458,465,472,462,462,469,475
473,294,306,346,364,396,415,456,478,494,476,485,460,466,462,478,471,475,465,503,489,483
475,300,313,344,373,390,426,446,458,467,472,450,490,467,474,479,462,490,489,463,489,481
466,309,322,339,356,408,420,474,462,472,462,489,477,468,484,456,494,486,484,438,466,467
476,306,292,349,368,403,421,455,464,467,472,479,477,486,489,480,473,462,471,468,496,452
476,323,322,328,367,404,421,446,464,478,474,466,477,481,465,492,494,443,456,465,480,473
491,318,317,344,367,389,414,444,471,467,473,459,511,464,480,477,480,468,506,464,460,488
467,318,325,336,369,398,426,416,475,448,453,473,479,463,467,511,463,485,464,435,476,457
476,319,316,328,354,413,432,447,487,458,488,489,480,455,478,488,461,483,475,458,496,448
489,308,303,347,356,379,459,429,467,473,470,462,460,469,457,485,482,483,462,488,473,459
466,305,312,324,343,376,409,459,437,456,466,500,480,470,479,473,456,467,469,469,488,473
470,302,284,325,360,372,440,453,434,467,473,484,463,485,475,466,489,482,464,456,460,480
491,304,313,324,345,423,439,450,446,478,477,473,457,465,468,472,461,471,463,475,494,487
477,286,322,319,341,417,440,444,464,466,454,468,471,476,474,483,496,488,461,492,455,460
482,285,328,336,388,400,436,453,440,444,436,479,468,488,466,456,462,458,473,472,497,460
483,294,302,317,351,394,432,457,467,455,457,475,444,453,490,461,477,442,491,456,487,462
470,311,313,344,365,395,429,442,461,491,468,473,479,474,473,465,470,470,457,485,493,462
444,303,294,327,340,387,429,444,494,467,468,471,494,460,471,482,462,462,475,461,484,467
468,317,312,339,369,370,429,443,454,458,478,482,485,481,481,462,471,453,475,462,465,457
468,307,331,332,375,371,416,434,465,462,465,475,455,482,482,494,468,449,476,465,467,472
489,338,332,346,364,419,426,462,462,484,470,479,447,475,478,477,456,481,478,477,473,463
480,302,321,333,375,393,417,462,471,465,493,469,481,506,478,474,450,465,474,503,478,471
477,303,320,317,358,399,422,475,474,469,480,453,467,477,500,471,483,436,476,476,482,470
482,322,327,330,390,396,434,446,458,457,475,470,479,497,453,484,453,464,493,465,468,472
481,309,308,343,358,388,420,448,478,489,465,465,465,457,466,473,480,483,460,454,467,488
483,292,302,335,338,409,429,443,450,439,481,482,473,464,469,463,447,470,436,484,493,428
453,293,309,329,361,379,425,450,463,485,485,474,471,475,486,475,465,463,470,466,487,478
468,292,320,336,370,400,437,462,472,483,496,472,477,470,465,461,476,484,476,471,456,475
496,281,325,343,359,386,406,439,457,477,484,472,465,442,494,480,484,482,481,487,462,461
462,322,331,321,371,386,408,446,482,477,475,473,476,471,487,481,471,464,484,476,481,463
455,319,314,316,367,366,411,456,474,493,470,463,469,464,479,473,481,478,467,481,436,475
482,311,300,342,363,368,427,448,443,470,480,468,459,487,465,459,467,465,465,471,464,485
