0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,101,103,106,102,104,100,98,100,0,95,93,95,97,94,95,90,94,0,99,95,103,106,107,110,108,106,109,0
0,99,12,33,22,27,22,32,11,97,0,92,11,33,25,26,27,26,86,0,92,27,28,24,25,26,34,16,105,0
0,101,34,81,63,73,57,76,31,98,0,96,28,72,51,60,59,54,53,80,53,58,67,66,73,66,82,38,106,0
0,103,27,65,36,52,41,68,27,97,0,95,27,70,46,56,54,52,51,80,52,53,57,48,50,40,65,31,108,0
0,94,28,61,46,53,31,41,15,93,0,91,12,37,28,30,29,29,84,0,87,30,35,34,51,50,62,30,100,0
0,99,92,56,50,82,91,93,92,95,0,92,90,92,94,90,91,85,91,0,94,88,93,91,84,53,58,97,104,0
0,0,0,79,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,82,0,0,0
0,103,87,50,45,81,90,93,95,99,103,105,105,103,103,104,106,105,104,100,97,95,94,90,83,47,52,88,105,0
0,97,40,71,64,62,46,45,45,42,39,35,36,41,43,40,37,36,39,41,45,45,46,46,61,63,73,40,100,0
0,102,18,36,30,35,39,43,46,47,63,72,72,65,51,66,71,71,64,48,46,44,44,40,38,32,37,18,104,0
0,105,100,103,104,102,99,95,94,91,86,46,47,88,92,88,49,47,85,92,94,95,96,99,103,105,104,101,107,0
0,0,0,0,0,0,0,0,0,0,0,83,99,0,0,0,98,83,0,0,0,0,0,0,0,0,0,0,0,0
0,99,96,96,98,95,96,95,95,92,86,55,36,100,0,100,36,55,87,92,97,96,97,98,97,98,97,96,100,0
0,97,15,37,28,31,28,29,30,33,39,63,32,100,0,99,32,63,40,33,31,29,29,29,32,29,38,16,98,0
0,102,31,71,50,59,56,57,56,57,44,64,25,101,0,101,26,64,44,58,56,58,58,57,60,51,71,31,102,0
0,103,33,75,53,63,59,61,60,64,57,77,34,100,0,101,34,80,57,65,60,61,61,60,63,54,76,34,104,0
0,100,14,34,26,29,27,29,29,30,29,36,14,96,0,98,14,35,28,30,28,28,28,27,29,26,34,15,101,0
0,104,102,103,105,102,101,101,102,100,102,99,97,99,0,101,99,100,103,100,102,102,102,103,103,106,104,103,105,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
