0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,107,110,111,110,110,109,109,109,109,109,108,106,105,105,104,105,102,99,102,0,102,98,101,103,101,101,101,101,102,102,102,102,102,102,101,101,101,101,101,100,95,99,0,100,96,101,103,104,105,106,106,109,109,111,109,106,109,0
0,105,11,34,21,23,18,18,17,15,16,15,18,17,19,18,21,20,28,11,99,0,99,13,33,25,28,25,28,26,28,26,27,27,27,28,26,27,26,28,25,30,16,95,0,95,15,29,24,24,23,24,24,25,26,26,35,14,106,0
0,108,33,91,70,85,80,85,85,86,86,85,86,80,82,77,81,68,83,34,100,0,100,32,81,62,74,67,71,67,72,70,71,71,69,72,69,71,68,71,66,75,51,85,0,86,52,77,69,75,75,77,76,77,79,70,87,36,107,0
0,111,23,69,25,42,27,31,25,26,25,24,28,24,31,25,36,23,58,21,101,0,102,23,65,30,48,37,44,38,42,39,40,40,39,43,38,43,40,44,39,49,44,60,74,60,43,47,38,39,36,37,36,39,44,32,66,26,109,0
0,109,26,84,49,77,64,75,71,75,76,75,76,69,74,64,74,52,77,28,100,0,100,24,73,41,63,49,58,54,59,57,59,58,57,59,54,57,52,56,53,54,54,47,55,46,57,55,57,61,60,64,62,63,68,50,78,29,108,0
0,108,21,77,30,54,32,41,31,32,29,28,32,28,35,28,43,27,63,20,99,0,99,24,72,40,62,47,55,48,50,46,47,47,46,51,48,52,49,54,50,53,55,48,57,47,52,48,46,46,43,45,43,45,53,39,72,26,107,0
0,108,22,82,39,71,52,67,61,69,68,67,70,63,69,58,70,45,74,25,98,0,99,22,63,29,47,37,45,43,50,50,54,54,50,50,43,44,39,44,40,47,42,57,66,59,43,56,49,55,52,57,54,55,61,43,76,26,106,0
0,107,21,79,32,60,35,46,34,35,31,30,33,29,35,28,44,28,63,22,97,0,96,30,79,59,72,64,69,60,60,52,49,49,51,60,59,65,63,67,61,70,47,80,0,81,37,59,42,53,43,49,46,48,56,41,74,27,106,0
0,106,22,81,37,67,49,64,60,68,67,68,69,65,69,61,70,48,73,25,96,0,93,11,32,22,25,22,26,26,40,44,55,54,44,41,26,26,24,26,23,28,14,86,0,90,25,63,40,55,46,54,49,52,58,42,73,26,106,0
0,105,21,77,34,59,39,44,32,32,27,27,28,25,29,24,35,22,55,21,98,0,95,92,94,96,94,95,93,89,82,57,45,45,57,81,87,89,90,90,90,90,86,89,0,92,23,68,35,56,42,50,46,49,56,40,73,25,105,0
0,103,26,79,41,62,53,68,68,75,75,76,76,75,76,73,76,63,78,32,94,0,0,0,0,0,0,0,0,0,0,68,55,56,66,0,0,0,0,0,0,0,0,0,0,93,20,68,34,58,42,53,48,49,57,40,72,25,104,0
0,98,22,61,49,59,40,37,22,20,18,17,17,16,16,16,19,18,26,9,90,0,92,89,93,93,93,94,93,91,83,59,45,46,57,82,90,94,94,94,96,95,91,94,0,93,20,70,33,58,39,53,46,50,56,41,72,26,104,0
0,100,91,68,47,51,60,85,94,96,96,96,96,96,96,96,95,96,93,90,92,0,88,13,28,23,26,25,26,27,39,43,54,54,43,39,25,25,22,26,22,30,11,92,0,93,20,69,32,60,40,55,46,50,56,40,71,25,104,0
0,0,0,72,60,59,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,50,72,63,68,66,68,63,61,54,49,50,52,61,61,68,64,71,59,77,32,94,0,93,19,70,31,59,38,54,44,51,55,40,70,26,102,0
0,101,93,68,49,51,63,88,96,98,97,98,97,96,96,93,89,91,0,93,89,83,55,43,44,39,41,40,40,41,46,48,51,52,46,47,39,42,33,44,28,58,23,95,0,93,19,71,31,61,39,56,45,52,55,42,71,25,102,0
