0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,89,82,81,80,81,80,87,72,0,72,86,77,78,77,76,76,75,76,69,0,70,77,78,80,79,88,73,0
0,88,57,59,62,60,60,57,54,85,0,86,54,57,61,62,60,60,61,65,72,87,72,64,62,62,59,58,87,0
0,80,59,58,61,59,60,58,58,79,0,77,55,54,58,60,58,58,58,55,67,76,69,59,60,60,58,60,79,0
0,79,62,61,61,58,58,57,57,78,0,83,55,58,60,60,60,61,60,55,77,0,71,61,59,60,58,62,78,0
0,79,67,59,63,62,61,57,53,84,0,70,84,73,73,70,69,72,71,80,63,0,71,62,59,59,58,62,78,0
0,71,74,70,74,72,76,76,84,70,0,0,0,0,0,77,74,0,0,0,0,0,73,60,58,60,58,62,77,0
0,0,89,77,0,0,0,0,0,0,0,72,72,70,72,70,71,72,73,82,68,0,74,59,58,59,57,62,76,0
0,70,75,72,73,71,72,74,67,0,71,66,63,62,60,59,59,61,59,54,82,0,76,59,58,59,59,61,77,0
0,78,68,62,62,61,60,63,69,84,64,58,55,56,57,59,59,58,56,54,76,0,75,59,59,59,58,59,77,0
0,77,69,61,62,63,60,63,71,83,69,64,60,60,61,62,60,60,56,55,83,0,83,56,57,59,58,56,84,0
0,70,74,72,74,71,74,75,67,0,67,75,73,73,72,70,72,69,69,79,64,0,65,79,69,72,76,83,71,0
0,0,88,77,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,76,76,0,0,0,0
0,71,73,69,72,70,73,74,75,75,76,76,84,70,0,66,79,68,67,70,69,71,68,70,68,71,74,83,71,0
0,79,68,59,62,62,60,61,59,60,58,57,53,83,0,83,55,57,59,59,60,60,61,61,60,59,58,57,83,0
0,78,62,61,60,58,58,59,58,57,57,56,57,76,0,77,58,58,60,58,57,58,57,59,59,60,57,58,76,0
0,81,59,58,60,59,58,59,59,58,58,56,57,77,0,77,58,56,58,58,57,59,58,59,59,59,56,58,78,0
0,88,57,59,61,60,61,61,60,59,60,56,54,84,0,85,53,57,61,60,60,60,60,60,60,60,58,56,85,0
0,74,89,80,80,78,78,77,77,77,77,77,85,71,0,71,86,78,77,77,76,77,77,77,78,79,80,86,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
