45052,0,886,2378,4550,5472,7770,8719,12902,13562,16962,20446,23384,26232,29177,31513,33450,35346,37927,38502,40282,41250
44996,0,907,2317,4061,5967,7351,9020,12181,14777,16683,20792,22483,26010,28189,31524,33833,35604,37512,38207,39910,40993
44972,0,848,2053,3947,5575,7115,9005,12007,14463,16733,20888,22380,26206,28714,31373,33881,35734,37640,38796,39737,40730
45210,0,1025,2210,3330,5815,7057,10231,12205,14480,17247,20234,23299,26532,28584,31725,33865,35853,37739,39141,40473,41437
45098,0,760,2199,3720,5678,7479,9076,12465,14379,17530,19893,22543,26460,27713,31240,34199,36172,38144,39358,40473,41433
44960,0,777,2233,3709,5382,7272,9174,12394,14372,16991,20556,22297,25765,29093,30711,33805,36075,38169,38759,40427,41059
44979,0,852,2989,3652,5252,6837,9139,11809,13871,16534,20489,23734,24776,29152,30506,32695,35125,37241,38468,39857,40928
45072,0,830,2478,3933,5281,7564,9551,11624,14075,16715,21216,23570,27273,28453,31602,33974,36371,38071,39338,40363,41427
45061,0,847,2362,4000,5907,7251,9821,11653,14002,16970,20448,23496,25768,28922,30665,33199,35033,37201,38639,39757,40861
44881,0,891,2211,3755,5704,7450,9119,11796,14412,17028,20614,23182,25830,28479,31051,33486,35526,37539,38878,40237,40852
45034,0,828,2082,3798,5039,7292,9721,12530,14073,18011,20627,21920,25439,27855,30778,32912,34945,37309,38660,39931,41036
44879,0,791,2090,4383,5191,6819,9336,11821,14604,17069,20649,23002,25980,28795,30587,33507,35838,37629,38715,39588,40674
44910,0,964,2244,3473,5440,6981,9469,10817,14096,16723,20404,23912,26525,29172,31679,33861,35692,37837,39014,40123,40578
45006,0,861,2620,3975,5412,6789,9685,12095,14974,17064,20495,22546,26217,28759,31086,33742,36186,37732,39251,39698,41121
44959,0,1054,2584,3891,5622,7666,8982,11359,13937,17238,20284,22721,25498,27702,31185,33615,36358,37683,38978,39991,41050
45016,0,933,2334,3757,5343,7251,8909,12065,14451,16853,19782,22674,26028,28005,30533,32861,34905,37568,38789,39936,40941
45093,0,895,2388,4387,4947,7195,9169,11993,14733,17086,20817,22586,26071,30003,31727,34103,36011,38018,39152,40269,41189
45030,0,893,1992,3474,5144,7313,9520,12681,14493,16741,20133,23340,26696,29098,31366,33791,35608,37744,39278,40211,41386
45076,0,800,2019,4203,5312,8214,9401,11693,14861,18200,19850,22481,25702,29111,31940,33378,35278,37362,38560,39867,40887
45082,0,982,2288,4084,5525,7644,9373,13163,15320,16982,20439,23736,25897,28980,31246,33752,35180,37892,39068,39847,40951
44950,0,1038,2136,3706,5529,7235,9329,11803,14224,17461,20498,22354,25447,28560,31050,33631,35839,37801,38978,39896,40924
44933,0,985,2637,3935,5542,7284,8544,11658,14950,17639,20321,23288,26461,29139,31363,33292,35036,37005,38213,39931,40611
45092,0,1114,2426,3353,5761,7277,9482,11371,14206,17638,20381,23101,26775,28281,31050,33963,35976,38073,39208,40334,41302
45172,0,898,2143,3389,5530,7659,9286,11683,14272,18074,20392,23824,26133,28748,31713,34216,35501,37613,38790,40023,41052
45074,0,1028,1991,3590,5106,8314,8593,11648,14702,16849,20904,22361,25951,28899,31233,33959,35629,37489,38745,40106,41194
45025,0,919,2988,3507,5238,7250,9780,11831,14723,17073,19769,23091,26074,28791,31300,33379,35368,37516,38745,39989,41053
44982,0,790,2028,3689,4934,7393,10397,11415,14814,17056,20702,22293,26095,27716,30699,33455,35150,37291,38553,39875,40899
45065,0,901,2495,3737,5534,7237,9045,12950,14082,17049,20632,22843,27114,27792,31641,33449,35241,37395,38829,39776,41170
45043,0,781,2037,4164,5367,6791,8916,12072,14226,17826,20362,22555,26226,28962,30658,33391,36076,37989,38645,39937,41345
44959,0,903,2552,3416,5742,7667,8979,11790,15394,17306,20625,23203,26120,28226,31953,34117,35631,37716,38919,40084,41034
44913,0,822,2273,4041,5598,7756,9099,11304,14409,17209,20417,22829,25529,28521,31328,34477,35512,37506,39164,40188,41080
45181,0,895,2315,4484,5085,7372,9509,12207,14027,17660,19495,22866,26287,28698,31144,33683,35553,38090,38934,40147,41059
45081,0,891,2126,3672,5793,7308,8820,11678,14806,16968,20600,23904,26672,28266,30768,33607,35403,37307,38580,39907,40975
44931,0,858,2287,3903,5089,6998,9042,11827,13368,16609,20647,22386,26430,29268,31759,33853,35805,37751,38985,40237,41291
45057,0,1078,2410,3624,5347,7465,9379,12630,14906,17597,20384,23416,25771,27983,31192,33318,35214,37324,38687,39860,40803
44881,0,1032,2187,3619,4865,7481,9007,11912,13367,18601,20680,23305,26055,28851,31002,33815,35305,37572,38797,40033,40998
45022,0,732,2060,4145,5905,6963,9805,11537,13915,17172,20843,23404,26643,29089,31107,33540,35713,37752,38733,39695,40993
44913,0,744,2640,3881,5053,7665,9609,12232,14616,17338,20285,23413,25695,28298,31573,34026,35583,37958,39058,40153,41014
45009,0,839,2724,3860,5173,6729,9419,12286,15110,17144,20141,23217,26429,28458,30834,35172,36724,38630,39643,40694,41493
45074,0,891,1958,3883,4767,7737,9563,11116,14910,17321,19885,22611,26100,28903,31136,33048,35407,37658,38315,39478,41464
45173,0,1013,2076,3460,5215,7304,9663,11726,14212,17255,20494,22709,26407,28511,31543,33825,35775,38010,38834,40359,41003
45037,0,782,2304,3778,4711,7193,9353,11744,14728,17478,20446,22816,26561,28079,31419,34138,35808,37800,38881,40045,41082
45006,0,890,2501,3989,5066,7410,10078,11395,14313,16955,20098,22777,25800,28695,31467,33903,35860,37933,39025,40214,41201
44895,0,897,2164,4234,5002,6377,9323,11839,14598,16829,19519,23446,25529,29322,30784,33897,35935,37762,38975,40112,41071
45157,0,1113,2450,3754,5677,7709,8943,12322,15573,17655,20461,23200,26289,28979,31368,33451,36045,38133,39480,40728,41713
45020,0,907,2255,3708,5544,7774,9348,11852,15344,17777,20418,22639,26004,29526,30905,34193,36328,38117,39276,40225,41258
45177,0,921,2002,3446,5402,7922,9905,12487,14230,17499,20188,22587,25302,28695,30966,34372,35165,38205,38535,39848,40935
45025,0,894,2419,4219,5254,7285,9124,11794,14977,17033,20588,24512,27127,29802,31786,34068,36362,37287,39207,40338,41286
45023,0,760,2160,4269,5210,7656,9194,11484,15049,16515,19288,22620,25859,28378,31007,33333,35561,37577,39053,40277,41182
45003,0,671,2042,3995,5908,7057,8735,12164,13585,16983,20919,22351,25773,28043,31243,33558,35204,37148,38401,39631,40804
44883,0,763,2628,4116,6035,8223,9128,11522,14007,16212,20205,22856,26582,28689,31433,33365,35331,37443,38633,39778,40762
45228,0,929,2063,3724,5265,6569,8921,12419,14581,17439,20533,23127,25747,28625,32141,34273,35719,37721,38921,40269,40976
44799,0,747,2298,3757,5616,7721,8643,12155,13924,16622,19542,22252,26545,28682,31117,33253,35245,37232,38209,39490,40557
45112,0,767,2188,3597,5580,8118,9336,12780,14166,16772,19856,23149,25892,28388,31149,34726,35241,37131,38384,39685,40750
44930,0,799,2555,3719,5935,7121,8512,12255,14776,16311,21661,22417,26290,28814,31146,33082,35612,37226,38419,39664,40682
44997,0,802,2664,3955,5115,6838,8901,11646,13737,17484,20611,23034,26283,28531,31731,34060,35891,37342,38621,39798,40812
44938,0,770,2435,3288,6183,7416,9411,11526,14198,18200,20772,22778,25844,28704,31275,33164,35425,37458,38477,39688,40778
45037,0,919,2450,4160,5934,7550,9268,11677,13782,17666,20716,23114,26314,29497,30259,32627,34693,36843,38119,39476,40589
44879,0,684,2326,3897,5885,7417,8766,12323,14616,17488,19971,22562,25715,28888,31163,33187,35347,37805,38632,39883,40883
45070,0,977,2375,3923,5224,7398,8829,11333,14627,16724,20131,23064,25882,28522,30872,33315,35283,37328,38526,40180,40828
44949,0,891,2202,3599,5746,6861,8842,12205,14435,17019,20607,23614,25632,28401,31166,33986,34969,37873,39047,40086,41181
44864,0,716,2026,3978,5122,7274,9214,12321,14407,17570,20731,22975,25996,28794,31480,33767,35421,37421,38431,39592,40602
44908,0,866,2322,3758,5420,7587,9536,12350,13814,17957,20417,22858,26329,28865,31361,33795,35698,37544,38842,39834,40798
44989,0,668,2341,4044,5203,7985,9079,11407,14643,16748,19677,23425,26380,28741,31185,33616,35451,37355,38549,39577,40967
45079,0,806,2010,4175,5778,7691,9388,11985,14678,17230,20677,23129,25237,28500,31290,33967,35459,37671,38802,40238,41034
45099,0,911,2331,4168,5301,7303,9757,11316,15020,17260,19678,23437,26629,29032,31470,33367,36158,38151,39268,40413,41369
45074,0,959,2409,3734,5690,7499,9753,11625,14230,17032,19937,23066,25430,28367,30563,33457,35423,37300,38694,39876,40905
45069,0,867,2311,3891,5292,6704,9864,12360,14170,17053,20480,22243,25238,28908,31059,33376,35296,37683,38994,40015,41065
45025,0,953,2539,4097,5372,7408,9469,11372,15237,17782,20013,22884,25515,28709,30801,33269,35151,37275,38422,39634,40710
45033,0,901,2283,4222,5410,7397,9755,11737,14475,16386,20074,22057,25452,28611,31238,33698,35533,37796,38897,39691,40729
45014,0,1018,2486,3898,5387,8163,9322,11774,15355,17198,21131,22689,26725,28636,31267,33717,35668,37510,38690,40649,41215
44864,0,851,2387,3828,4993,7493,9755,11786,14963,16979,19948,22705,26324,28925,31419,33793,35645,37254,38443,39624,40641
44790,0,832,2549,3965,5363,7228,9610,12038,14296,16830,20537,22805,26329,28626,31040,34357,36154,37843,38512,39788,41022
45118,0,864,2469,3456,5377,7510,9515,11323,15046,17581,20259,23806,25986,28091,31038,34529,35966,38071,38932,40036,41126
44900,0,1018,2458,3853,6065,7546,9241,11744,14482,17427,20523,22714,27042,29226,31429,33710,36150,38075,38824,40122,41099
44983,0,779,2346,3495,5442,7317,8784,11576,14733,18050,20524,23383,25700,28081,30711,34678,35943,38113,39145,40223,41129
44860,0,886,2340,3782,5804,7938,9037,12632,14625,16776,20517,23800,26539,28743,31393,34101,35730,37655,38797,39986,40969
44919,0,852,2127,3708,5030,7054,9234,12330,14780,16922,20506,22617,27005,28945,31682,33680,35601,37369,38591,39787,40772
44926,0,892,2423,3719,5915,7361,9278,11995,14018,17918,19908,21681,26226,28267,30436,33823,35511,37532,38766,40146,40974
45070,0,865,2620,3927,5006,6631,9741,12301,14316,17289,20226,22833,26067,28489,31108,33608,35421,37791,38696,40175,41267
44853,0,635,2095,3629,5573,7829,9251,12268,13748,16072,19846,23092,26357,29422,32044,34252,36110,37862,39151,40319,41313
44981,0,859,2489,4048,5976,7991,9014,12209,13846,16755,20088,24013,26563,28717,31517,33050,35123,37534,38807,39838,40772
44963,0,819,2693,3771,5524,7232,9498,11869,14641,17202,20009,22962,25919,28259,31504,33886,35760,37895,38997,40223,41015
